,单价,总价,户型,月供,朝向,标题,楼层,装修,面积
1705,16651 元/m²,158万,3室2厅,"
9306元 ",南北,"
      首付48万随时看房 南北对流精装修 公积金贷款贷学位近地铁  ",中层(共6层),精装修,94.9平方米
1706,16210 元/m²,135万,3室2厅,"
7951元 ",南,"
      首付一成免息分期 带省级华师附中 来电送五年管理费  ",中层(共32层),精装修,83.3平方米
1707,13298 元/m²,125万,3室2厅,"
7362元 ",南北,"
      广州佳兆业 可个人购买 门口地铁13号线 一层送一层 超划算  ",中层(共32层),精装修,94平方米
1708,15022 元/m²,100万,2室2厅,"
5889元 ",南,"
      急售荔湾芳和花园 郊区价买市区 省级学位 地铁旁 来电减5万  ",中层(共32层),精装修,66.6平方米
1709,31818 元/m²,210万,2室2厅,"
12368元 ",南,"
      西湾东路小区，大院管理，低层二楼，两房一厅，南向  ",低层(共8层),简单装修,66平方米
1710,17564 元/m²,151万,3室2厅,"
8893元 ",东南,"
      南沙CBD自贸区 滨海新城 工程款单位 特价145万起有成交  ",高层(共33层),精装修,86平方米
1711,25157 元/m²,400万,3室2厅,"
18324元 ",南北,"
      （3D实拍）海边别墅 省级学位 前后一百方花园 急卖400万  ",低层(共1层),精装修,159平方米
1712,17068 元/m²,160万,3室2厅,"
9423元 ",南,"
      南沙保利城 可公积金 团购特价95折 4号地铁黄阁汽车城站  ",中层(共31层),精装修,93.7平方米
1713,16597 元/m²,142万,3室2厅,"
8363元 ",南,"
      （立减8万）单合同 开发商冲年终业绩 内部特价单位 来电优惠  ",中层(共31层),精装修,85.6平方米
1714,30636 元/m²,265万,3室2厅,"
15608元 ",南北,"
      保利红棉花园 86方3房265万 低楼层 实用率高 明亮舒适  ",低层(共9层),精装修,86.5平方米
1715,16279 元/m²,70万,2室3厅,"
3206元 ",南,"
      越秀国际总部广场 首付3成 认购送3年管理费 可个人  ",中层(共32层),豪华装修,43平方米
1716,18592 元/m²,70万,1室1厅,"
3206元 ",南,"
      富雅都市华庭1手精装1房单合同单合同价格便宜黄 金楼层单边位  ",低层(共31层),精装修,37.7平方米
1717,7609 元/m²,70万,2室2厅,"
3206元 ",南,"
      增城新地标（劲爆特价房）TOD国际枢纽 地铁16连接广州市区  ",中层(共32层),精装修,92平方米
1718,10000 元/m²,80万,2室2厅,"
3664元 ",南,"
      推荐（腾龙花园）配套成熟，近地铁，产权清晰，无抵押，业主急售  ",中层(共9层),精装修,80平方米
1719,17016 元/m²,160万,3室2厅,"
9423元 ",东南,"
      首付32万 雅居乐万科热橙 全新装修  送车位  ",中层(共32层),精装修,94平方米
1720,48925 元/m²,455万,3室2厅,"
20844元 ",北,"
      读华阳47中 电梯高层 实用三房 精致装修 业主换房急卖  ",中层(共33层),精装修,93平方米
1721,19130 元/m²,88万,3室2厅,"
4031元 ",南,"
      VR全景看房 金龙城财富广场 地铁口物业 可明火带阳台  ",中层(共32层),精装修,46平方米
1722,14471 元/m²,123万,3室2厅,"
7244元 ",东南,"
      首付一成名额有限 年底必涨2字头 大盘大配套 欢迎致电  ",中层(共32层),精装修,85平方米
1723,14460 元/m²,72.3万,1室1厅,"
3312元 ",南北,"
      梅东路小区 电梯楼 小面积带精装修 外地人可买  ",低层(共16层),精装修,50平方米
1724,45727 元/m²,420万,3室2厅,"
19240元 ",东,"
      真实有效 人头担保 420万带车位带车位！！无敌笋盘兄die  ",低层(共33层),豪华装修,91.9平方米
1725,19880 元/m²,165万,3室2厅,"
9718元 ",东南,"
      中南海晖园 首付可30万，我只在乎你，想拥有就要出手  ",低层(共32层),豪华装修,83平方米
1726,11628 元/m²,100万,3室2厅,"
5889元 ",南,"
      （万达广场）不限购，可议价，学位房，产权清晰，近地铁，配套齐  ",低层(共30层),精装修,86平方米
1727,17638 元/m²,155万,3室2厅,"
9129元 ",东南,"
      保利城南悦湾 内部保利 近地铁 单合同 首付低 可公积金  ",中层(共33层),精装修,87.9平方米
1728,40465 元/m²,348万,3室2厅,"
15942元 ",东南,"
      天河区 东圃86平 兰亭盛荟 紧邻地铁5号线 多条公交经过  ",中层(共30层),精装修,86平方米
1729,19600 元/m²,98万,1室1厅,"
4489元 ",南,"
      业主降价|急售琶洲海珠司法局宿舍带装修 可租6500  ",低层(共27层),精装修,50平方米
1730,17093 元/m²,147万,3室2厅,"
8658元 ",东南,"
      单合同 一成首付 一站式公立省级教育 万达商圈 特价 特价  ",中层(共32层),精装修,86平方米
1731,20541 元/m²,76万,2室1厅,"
3481元 ",南,"
      天睿花园 内部有限量几套37方内部中层单位 价钱比售楼部便宜  ",中层(共25层),精装修,37平方米
1732,7222 元/m²,65万,3室2厅,"
2977元 ",南,"
      万科未来森林，奥特莱斯商圈，客户征信不过现在内部转名，无税费  ",低层(共31层),精装修,90平方米
1733,45558 元/m²,400万,3室2厅,"
18324元 ",南,"
      雅居乐小雅（广纸海珠）南向高层，视野开阔，老城心配套成熟笋盘  ",中层(共32层),精装修,87.8平方米
1734,20514 元/m²,170万,3室2厅,"
10012元 ",南,"
      首付10万 可公积金 带省级 依山望海 碧桂园玺悦  ",中层(共30层),精装修,82.9平方米
1735,34800 元/m²,340万,3室2厅,"
15575元 ",东北,"
      万科城市花园 精装修三房 带花园  ",低层(共11层),精装修,97.7平方米
1736,11905 元/m²,100万,3室1厅,"
5889元 ",南北,"
      顺景居 红本带车位 家私全送 业主急需资金买新塘别墅 随时看  ",高层(共7层),精装修,84平方米
1737,13250 元/m²,106万,3室2厅,"
6243元 ",南北,"
      金色港湾 13号地铁旁 业主置换大房子 红本在手 支持公积金  ",高层(共7层),精装修,80平方米
1738,10759 元/m²,85万,3室2厅,"
3893元 ",南,"
      美居花园 精装修 员村地铁站旁 带学位 急售  ",中层(共10层),精装修,79平方米
1739,14043 元/m²,138万,3室2厅,"
8128元 ",南,"
      碧桂园豪进左岸 挂绿新城刚需三房 首付13万 价格可谈8万  ",低层(共30层),精装修,98.3平方米
1740,28675 元/m²,238万,3室2厅,"
14018元 ",南北,"
      东湖映月 采光充足 双大阳台 间隔方正大气 物美价廉  ",中层(共33层),精装修,83平方米
1741,42484 元/m²,368万,3室2厅,"
16858元 ",东,"
      不限购 天河区一手楼盘 天河星作 近地铁 花园小区 急卖  ",中层(共20层),精装修,86.6平方米
1742,29697 元/m²,98万,1室1厅,"
4489元 ",南北,"
      南洲花苑C区 精装一房 视野开阔望果园 满两年随时看房  ",高层(共9层),精装修,33平方米
1743,17705 元/m²,108万,4室2厅,"
6361元 ",南,"
      越秀国际总部广场 近地铁 带阳台 可以明火 个人购买  ",中层(共30层),精装修,61平方米
1744,19101 元/m²,170万,3室2厅,"
10012元 ",东南,"
      业主急售出行方便精装3房双钥匙设计业主包税送管理费随时看房  ",中层(共12层),精装修,89平方米
1745,14365 元/m²,130万,3室2厅,"
7656元 ",北,"
      知识城广州东 教育城版块   南北对流 离21号线300米  ",中层(共32层),精装修,90.5平方米
1746,19220 元/m²,165万,3室2厅,"
9718元 ",南,"
      恒展江山时代 年底开通地铁 爱江山更爱美人 为爱人买套房呗~  ",中层(共32层),精装修,85.9平方米
1747,39773 元/m²,350万,3室2厅,"
16033元 ",东,"
      滨江瑞城 豪装三房 户型方正 2010年楼龄 急售便宜30万  ",中层(共32层),豪华装修,88平方米
1748,12644 元/m²,110万,2室2厅,"
6478元 ",南,"
      |诚信裕馨| 体育路 送大平台 近地铁 三小学位 地段好！  ",中层(共8层),简单装修,87平方米
1749,41662 元/m²,370万,3室2厅,"
16950元 ",东南,"
      珠江新城物业 福金莲花园 精装电梯三房 正南向 中层 无遮挡  ",中层(共27层),精装修,88.8平方米
1750,25091 元/m²,138万,3室2厅,"
8128元 ",南,"
      新兴白云花园 中层 南向两房 交通便利 安静舒适 小区带学校  ",中层(共9层),简单装修,55平方米
1751,16136 元/m²,142万,3室2厅,"
8363元 ",东南,"
      （金地荔湖城） 轻轨站旁 内部转名 无需转名费 急售 随时看  ",中层(共32层),精装修,88平方米
1752,13409 元/m²,118万,3室2厅,"
6950元 ",西北,"
      竣业居 红本证可入户 业主没负债 随时可看房 租金较高随时租  ",低层(共8层),精装修,88平方米
1753,27442 元/m²,245万,3室2厅,"
14430元 ",东北,"
      出售 奥园春晓小洋房 中间楼层 南北通透 沐浴阳光一整天  ",中层(共18层),豪华装修,89.3平方米
1754,17907 元/m²,154万,3室2厅,"
9070元 ",南北,"
      阳光城（熙悦）内部转名南向86方中高层单位 首付46万带装修  ",低层(共33层),精装修,86平方米
1755,54375 元/m²,435万,3室2厅,"
19927元 ",南,"
      笋盘 恒鑫御园 新装修 低于市场价20万 近地铁 带省级学位  ",中层(共27层),精装修,80平方米
1756,35976 元/m²,295万,3室2厅,"
17375元 ",东,"
      建丽花园 东南靓向 诚售降价20万 业主换华农学校大面积  ",高层(共11层),精装修,82平方米
1757,11892 元/m²,90万,3室2厅,"
4122元 ",南北,"
      石滩第 一城 万达商圈 双地铁 带省级学位 产权清晰业主急售  ",中层(共32层),精装修,75.7平方米
1758,43750 元/m²,350万,3室2厅,"
16033元 ",南,"
      兰亭盛荟（开发商年底大矩惠）带省级学位 距东圃地铁口300米  ",中层(共26层),精装修,80平方米
1759,18500 元/m²,148万,3室2厅,"
8717元 ",东南,"
      21号朱村地铁口 南向精装三房公立学校 三站到天河西福蓝湾  ",低层(共26层),精装修,80平方米
1760,13820 元/m²,142万,3室2厅,"
8363元 ",南北,"
      碧桂园豪进左岸  南北通透三房 带精装修 大阳台采光充足  ",中层(共33层),精装修,102.8平方米
1761,16610 元/m²,146万,3室2厅,"
8599元 ",南,"
      南沙保利城 地铁口 精装修 南北对流 配套成熟 可公积金  ",中层(共30层),精装修,87.9平方米
1762,35955 元/m²,320万,3室2厅,"
18847元 ",南,"
      万华花园五福阁 电梯三房双阳台 南向看花园 近地铁 有匙即看  ",中层(共12层),精装修,89平方米
1763,16923 元/m²,110万,3室2厅,"
6478元 ",南北,"
      雄峰城 商 住两用房降价出售 可明火 自带车位 可公积金按揭  ",中层(共22层),豪华装修,65平方米
1764,11881 元/m²,120万,3室2厅,"
7067元 ",南,"
      不限购（誉山银座）楼龄新，总价低，地铁旁，精装三房，一步到位  ",中层(共30层),精装修,101平方米
1765,33690 元/m²,283万,3室2厅,"
16668元 ",南,"
      业主出国 低于市价20万出售 精装3房 近地铁  带省级学位  ",中层(共28层),精装修,84平方米
1766,32022 元/m²,285万,3室2厅,"
16786元 ",南,"
      一线江景现楼 工程款单位即买即住 星河湾 华筑翡翠湾  ",低层(共32层),豪华装修,89平方米
1767,7204 元/m²,70.6万,3室2厅,"
3234元 ",南,"
      龙光玖誉府双阳台首付8万买精装三房，内部转名，仅此一套  ",中层(共32层),精装修,98平方米
1768,19028 元/m²,188万,3室2厅,"
11073元 ",南,"
      开发商清货活动（一手真实，送车位，送管理费）碧桂园玺悦  ",中层(共25层),精装修,98.8平方米
1769,25301 元/m²,210万,3室2厅,"
12368元 ",西南,"
      时代南湾希缺2加1户型 西南向 送家私电 保养好 可以公积金  ",中层(共25层),精装修,83平方米
1770,26546 元/m²,225万,3室2厅,"
13252元 ",南北,"
      石化生活区 精装南向三房 拎包入住 正在装电梯 近地铁口  ",中层(共8层),精装修,84.8平方米
1771,21176 元/m²,180万,3室2厅,"
10601元 ",南,"
      中海联睿品 不限购 紧邻万达广场 双地铁 南向带主套三房  ",中层(共32层),精装修,85平方米
1772,18434 元/m²,165万,3室2厅,"
9718元 ",南,"
      （单位福利）招商雍景湾 团购有优惠 内部特价单位 单合同  ",中层(共30层),精装修,89.5平方米
1773,16250 元/m²,130万,2室2厅,"
7656元 ",东南,"
      紫泉流溪湾  高品质二居室  精装直接拎包入住  ",高层(共17层),精装修,80平方米
1774,16539 元/m²,99万,2室2厅,"
4535元 ",东南,"
      水电广场 新收新塘地铁口两房 可按揭公积金 首付1成带红本  ",中层(共30层),精装修,59.9平方米
1775,16743 元/m²,98.9万,3室2厅,"
4530元 ",东南,"
      送车位！不限购！龙归地铁！全新未入住！业主年底资金回笼周转  ",中层(共24层),精装修,59.1平方米
1776,25244 元/m²,246万,3室2厅,"
14489元 ",南,"
      （全新未住）业主急需名额换房 低于市场价出售 可用公积金  ",中层(共32层),精装修,97.5平方米
1777,17778 元/m²,96万,2室1厅,"
4397元 ",南,"
      首付10万入手官湖地铁口精装2房 高楼层适合刚需的你  ",中层(共18层),精装修,54平方米
1778,18000 元/m²,108万,2室1厅,"
6361元 ",北,"
      美业阁TD物业 实用小两房 住家装修 仅需108万  ",中层(共7层),精装修,60平方米
1779,12190 元/m²,128万,3室2厅,"
7539元 ",南,"
      有渠道 可以享受员工95折 全新一手楼 单合同 来电更享团购  ",中层(共31层),精装修,105平方米
1780,16171 元/m²,160万,3室2厅,"
9423元 ",东南,"
      万科春风十带 省级学位 业主生意转移现急于出售 送全屋家电  ",低层(共30层),简单装修,98.9平方米
1781,13256 元/m²,114万,3室2厅,"
6714元 ",南,"
      锐丰中心 科学城地铁香雪站 商业配套成熟  ",中层(共21层),精装修,86平方米
1782,9603 元/m²,92万,3室2厅,"
4214元 ",东南,"
      (带学位)江景豪庭 首付25万买精装三房带省级学位 来电有减  ",中层(共20层),精装修,95.8平方米
1783,10698 元/m²,92万,3室2厅,"
4214元 ",东南,"
      笋盘来袭 萝岗不限购 业主换大房急出手 免息分期2年  ",低层(共30层),精装修,86平方米
1784,17670 元/m²,150万,3室2厅,"
8834元 ",南北,"
      时代花园电梯三房，精装修保养好，可拎包入住，学位户口产权清晰  ",中层(共32层),精装修,84.9平方米
1785,29651 元/m²,255万,3室2厅,"
15019元 ",南,"
      华标峰湖御境 急急急售 价格可谈 诚意出售 来电看房  ",中层(共30层),精装修,86平方米
1786,10262 元/m²,103万,3室2厅,"
6066元 ",东南,"
      各付各税 总价低刚需小三房 随时过户 即买即入住  ",中层(共32层),精装修,100.4平方米
1787,18795 元/m²,156万,3室2厅,"
9188元 ",南北,"
      业主急售 图片实拍 精装三房 低于市场价出售  ",低层(共32层),精装修,83平方米
1788,20287 元/m²,192万,3室2厅,"
11308元 ",南北,"
      保利中航城 地铁21号线朱村站100米 3站天河买1层送一层  ",中层(共32层),精装修,94.6平方米
1789,16667 元/m²,120万,2室2厅,"
7067元 ",南,"
      可公积金 越秀滨海新城 精装南向两房 总价低首付低  ",中层(共33层),精装修,72平方米
