,设备号,统计时间,用户号,频道,回看开始时间,回看结束时间,回看时长.时.,新回看时长
15331,10685,20170911,11283,山东卫视-高清,2017-09-11 12:33:53,2017-09-11 12:59:56,0.4342,1563.0
15332,10685,20170911,11283,山东卫视-高清,2017-09-11 09:16:09,2017-09-11 09:23:10,0.1169,421.0
15333,10685,20170911,11283,山东卫视-高清,2017-09-11 11:34:51,2017-09-11 12:10:43,0.1786,2152.0
15335,10685,20170911,11283,山东卫视-高清,2017-09-11 08:34:06,2017-09-11 09:15:52,0.6961,2506.0
15336,10685,20170911,11283,湖北卫视-高清,2017-09-11 23:22:46,2017-09-11 23:26:34,0.0633,228.0
15337,10685,20170911,11283,湖北卫视-高清,2017-09-11 22:03:20,2017-09-11 22:44:14,0.6817,2454.0
15338,10685,20170911,11283,湖北卫视-高清,2017-09-11 21:59:21,2017-09-11 22:03:15,0.0542,234.0
15340,10685,20170911,11283,湖北卫视-高清,2017-09-11 23:26:40,2017-09-11 23:33:58,0.1217,438.0
15341,10685,20170911,11283,天津卫视-高清,2017-09-11 21:30:29,2017-09-11 21:56:18,0.4303,1549.0
15342,10685,20170911,11283,湖北卫视-高清,2017-09-11 22:44:23,2017-09-11 23:21:24,0.6169,2221.0
15343,10685,20170911,11283,天津卫视-高清,2017-09-11 20:39:04,2017-09-11 20:43:24,0.0722,260.0
15344,10685,20170911,11283,天津卫视-高清,2017-09-11 18:57:55,2017-09-11 19:13:46,0.2642,951.0
15345,10685,20170911,11283,天津卫视-高清,2017-09-11 20:08:06,2017-09-11 20:17:11,0.1514,545.0
15346,10685,20170911,11283,天津卫视-高清,2017-09-11 19:49:16,2017-09-11 20:08:08,0.1356,1132.0
15348,10685,20170911,11283,天津卫视-高清,2017-09-11 18:06:03,2017-09-11 18:34:19,0.4711,1696.0
15349,10685,20170911,11283,天津卫视-高清,2017-09-11 20:17:42,2017-09-11 20:38:49,0.3519,1267.0
15350,10685,20170911,11283,天津卫视-高清,2017-09-11 20:43:29,2017-09-11 21:30:22,0.7814,2813.0
15351,10685,20170911,11283,天津卫视-高清,2017-09-11 19:15:55,2017-09-11 19:17:49,0.0317,114.0
15352,10685,20170911,11283,天津卫视-高清,2017-09-11 19:18:09,2017-09-11 19:24:42,0.1092,393.0
15353,10685,20170911,11283,湖北卫视-高清,2017-09-11 17:08:35,2017-09-11 17:35:41,0.4517,1626.0
15354,10685,20170911,11283,天津卫视-高清,2017-09-11 18:02:53,2017-09-11 18:05:58,0.0514,185.0
15355,10685,20170911,11283,湖北卫视-高清,2017-09-11 17:36:37,2017-09-11 17:57:25,0.3467,1248.0
15356,10685,20170911,11283,天津卫视-高清,2017-09-11 18:49:17,2017-09-11 18:57:15,0.1328,478.0
15357,10685,20170911,11283,天津卫视-高清,2017-09-11 17:58:21,2017-09-11 18:02:02,0.0339,221.0
15359,10685,20170911,11283,湖北卫视-高清,2017-09-11 16:37:14,2017-09-11 16:41:31,0.0714,257.0
15360,10685,20170911,11283,湖北卫视-高清,2017-09-11 16:41:43,2017-09-11 17:08:30,0.4464,1607.0
15361,10685,20170911,11283,山东卫视-高清,2017-09-11 15:47:26,2017-09-11 15:55:37,0.1364,491.0
15362,10685,20170911,11283,山东卫视-高清,2017-09-11 15:56:28,2017-09-11 16:36:43,0.6119,2415.0
15364,10685,20170912,11283,中央4台-高清,2017-09-12 23:04:13,2017-09-12 23:07:48,0.0597,215.0
15365,10685,20170912,11283,湖北卫视-高清,2017-09-12 23:07:45,2017-09-12 23:11:43,0.0661,238.0
15366,10685,20170912,11283,湖北卫视-高清,2017-09-12 23:51:46,2017-09-12 23:55:08,0.0561,202.0
15367,10685,20170912,11283,中央4台-高清,2017-09-12 22:46:10,2017-09-12 23:03:59,0.2969,1069.0
15368,10685,20170912,11283,中央4台-高清,2017-09-12 22:04:58,2017-09-12 22:46:04,0.685,2466.0
15369,10685,20170912,11283,中央4台-高清,2017-09-12 21:23:58,2017-09-12 22:04:50,0.0806,2452.0
15371,10685,20170912,11283,中央4台-高清,2017-09-12 21:21:32,2017-09-12 21:23:13,0.0281,101.0
15372,10685,20170912,11283,湖北卫视-高清,2017-09-12 23:11:49,2017-09-12 23:51:49,0.6667,2400.0
15373,10685,20170912,11283,中央4台-高清,2017-09-12 20:41:28,2017-09-12 21:19:50,0.6394,2302.0
15374,10685,20170912,11283,湖北卫视-高清,2017-09-12 08:30:34,2017-09-12 08:47:15,0.2781,1001.0
15375,10685,20170912,11283,中央4台-高清,2017-09-12 19:59:18,2017-09-12 20:41:22,0.6894,2524.0
15377,10685,20170912,11283,中央4台-高清,2017-09-12 19:17:59,2017-09-12 19:59:04,0.6847,2465.0
15378,10685,20170912,11283,湖北卫视-高清,2017-09-12 09:13:23,2017-09-12 09:24:58,0.1931,695.0
15379,10685,20170912,11283,湖北卫视-高清,2017-09-12 17:31:34,2017-09-12 17:54:15,0.3781,1361.0
15380,10685,20170912,11283,中央1台-高清,2017-09-12 17:55:28,2017-09-12 17:58:58,0.0583,210.0
15381,10685,20170912,11283,中央1台-高清,2017-09-12 17:59:04,2017-09-12 18:47:54,0.7983,2930.0
15383,10685,20170912,11283,湖北卫视-高清,2017-09-12 16:40:23,2017-09-12 16:43:52,0.0581,209.0
15384,10685,20170912,11283,湖北卫视-高清,2017-09-12 16:43:58,2017-09-12 17:07:51,0.3981,1433.0
15385,10685,20170912,11283,湖北卫视-高清,2017-09-12 09:09:21,2017-09-12 09:13:18,0.0658,237.0
15386,10685,20170912,11283,湖北卫视-高清,2017-09-12 17:08:00,2017-09-12 17:31:29,0.3914,1409.0
15387,10685,20170912,11283,湖北卫视-高清,2017-09-12 16:27:26,2017-09-12 16:39:11,0.1958,705.0
15388,10685,20170912,11283,湖北卫视-高清,2017-09-12 11:35:19,2017-09-12 12:10:56,0.1822,2137.0
15390,10685,20170912,11283,湖北卫视-高清,2017-09-12 12:20:32,2017-09-12 12:24:18,0.0628,226.0
15391,10685,20170912,11283,湖北卫视-高清,2017-09-12 12:26:50,2017-09-12 13:00:25,0.5597,2015.0
15392,10685,20170912,11283,天津卫视-高清,2017-09-12 12:25:05,2017-09-12 12:26:42,0.0269,97.0
15393,10685,20170912,11283,湖北卫视-高清,2017-09-12 08:47:13,2017-09-12 09:08:36,0.3564,1283.0
15394,10685,20170912,11283,湖北卫视-高清,2017-09-12 07:56:44,2017-09-12 08:29:41,0.4947,1977.0
15396,10685,20170913,11283,湖北卫视-高清,2017-09-13 20:17:08,2017-09-13 20:36:26,0.3217,1158.0
15397,10685,20170913,11283,湖北卫视-高清,2017-09-13 19:05:23,2017-09-13 19:11:43,0.1056,380.0
15398,10685,20170913,11283,江苏卫视-高清,2017-09-13 18:27:51,2017-09-13 18:29:29,0.0272,98.0
15399,10685,20170913,11283,湖北卫视-高清,2017-09-13 18:43:35,2017-09-13 19:04:48,0.3536,1273.0
15400,10685,20170913,11283,湖北卫视-高清,2017-09-13 18:30:49,2017-09-13 18:32:23,0.0261,94.0
15401,10685,20170913,11283,北京卫视-高清,2017-09-13 18:29:27,2017-09-13 18:30:29,0.0172,62.0
15402,10685,20170913,11283,中央4台-高清,2017-09-13 12:44:35,2017-09-13 12:53:58,0.1564,563.0
15403,10685,20170913,11283,中央4台-高清,2017-09-13 11:50:38,2017-09-13 12:23:10,0.3861,1952.0
15405,10685,20170913,11283,中央4台-高清,2017-09-13 11:46:32,2017-09-13 11:49:56,0.0567,204.0
15406,10685,20170913,11283,中央4台-高清,2017-09-13 09:00:16,2017-09-13 09:23:11,0.3819,1375.0
15407,10685,20170913,11283,中央4台-高清,2017-09-13 08:37:49,2017-09-13 09:00:19,0.375,1350.0
15408,10685,20170913,11283,中央4台-高清,2017-09-13 07:35:41,2017-09-13 08:17:02,0.2839,2481.0
15410,10685,20170913,11283,中央4台-高清,2017-09-13 07:32:24,2017-09-13 07:35:37,0.0536,193.0
15411,10685,20170913,11283,中央4台-高清,2017-09-13 08:17:08,2017-09-13 08:37:51,0.3453,1243.0
15412,10685,20170913,11283,湖北卫视-高清,2017-09-12 23:55:15,2017-09-13 00:33:13,0.0792,2278.0
15414,10685,20170913,11283,天津卫视-高清,2017-09-13 23:06:33,2017-09-13 23:10:48,0.0708,255.0
15415,10685,20170913,11283,天津卫视-高清,2017-09-13 22:30:43,2017-09-13 22:33:10,0.0408,147.0
15416,10685,20170913,11283,天津卫视-高清,2017-09-13 22:33:18,2017-09-13 23:06:22,0.5511,1984.0
15417,10685,20170913,11283,天津卫视-高清,2017-09-13 21:03:42,2017-09-13 21:09:06,0.09,324.0
15418,10685,20170913,11283,天津卫视-高清,2017-09-13 21:49:29,2017-09-13 22:30:24,0.5067,2455.0
15420,10685,20170913,11283,天津卫视-高清,2017-09-13 21:09:12,2017-09-13 21:49:23,0.6697,2411.0
15421,10685,20170913,11283,天津卫视-高清,2017-09-13 20:59:44,2017-09-13 21:03:45,0.0669,241.0
15422,10685,20170913,11283,湖北卫视-高清,2017-09-13 20:36:55,2017-09-13 20:57:52,0.3492,1257.0
15423,10685,20170914,11283,贵州卫视-高清,2017-09-14 22:48:56,2017-09-14 23:28:31,0.6597,2375.0
15424,10685,20170914,11283,贵州卫视-高清,2017-09-14 22:32:51,2017-09-14 22:46:51,0.2333,840.0
15425,10685,20170914,11283,贵州卫视-高清,2017-09-14 22:47:01,2017-09-14 22:48:51,0.0306,110.0
15426,10685,20170914,11283,黑龙江卫视-高清,2017-09-14 20:23:28,2017-09-14 20:24:37,0.0192,69.0
15427,10685,20170914,11283,贵州卫视-高清,2017-09-14 21:10:45,2017-09-14 22:32:53,0.5481,4928.0
15429,10685,20170914,11283,安徽卫视-高清,2017-09-14 20:26:06,2017-09-14 20:29:05,0.0497,179.0
15430,10685,20170914,11283,天津卫视-高清,2017-09-14 19:12:44,2017-09-14 19:45:59,0.5542,1995.0
15431,10685,20170914,11283,天津卫视-高清,2017-09-14 19:46:08,2017-09-14 20:22:16,0.3711,2168.0
15433,10685,20170914,11283,贵州卫视-高清,2017-09-14 20:30:08,2017-09-14 21:10:36,0.6744,2428.0
15434,10685,20170914,11283,贵州卫视-高清,2017-09-14 20:29:03,2017-09-14 20:30:11,0.0189,68.0
15435,10685,20170914,11283,湖北卫视-高清,2017-09-14 18:52:16,2017-09-14 19:09:48,0.2922,1052.0
15436,10685,20170914,11283,天津卫视-高清,2017-09-14 19:10:40,2017-09-14 19:11:51,0.0197,71.0
15437,10685,20170914,11283,湖北卫视-高清,2017-09-14 17:45:54,2017-09-14 18:08:53,0.1481,1379.0
15439,10685,20170914,11283,湖北卫视-高清,2017-09-14 18:36:53,2017-09-14 18:51:34,0.2447,881.0
15440,10685,20170914,11283,湖北卫视-高清,2017-09-14 17:41:11,2017-09-14 17:45:56,0.0792,285.0
15441,10685,20170914,11283,湖北卫视-高清,2017-09-14 18:09:00,2017-09-14 18:18:28,0.1578,568.0
15442,10685,20170914,11283,湖北卫视-高清,2017-09-14 16:45:06,2017-09-14 17:36:17,0.8531,3071.0
15443,10685,20170914,11283,湖北卫视-高清,2017-09-14 17:36:35,2017-09-14 17:41:05,0.075,270.0
15444,10685,20170914,11283,湖北卫视-高清,2017-09-14 16:25:19,2017-09-14 16:44:00,0.3114,1121.0
15445,10685,20170914,11283,湖北卫视-高清,2017-09-14 12:28:16,2017-09-14 13:00:01,0.5292,1905.0
15446,10685,20170914,11283,中央4台-高清,2017-09-14 11:51:48,2017-09-14 12:01:08,0.0189,560.0
15448,10685,20170914,11283,湖北卫视-高清,2017-09-14 12:02:55,2017-09-14 12:07:46,0.0808,291.0
15449,10685,20170914,11283,湖北卫视-高清,2017-09-14 12:07:51,2017-09-14 12:11:12,0.0558,201.0
15450,10685,20170914,11283,中央4台-高清,2017-09-14 11:32:49,2017-09-14 11:51:49,0.3167,1140.0
15451,10685,20170914,11283,中央4台-高清,2017-09-14 09:10:42,2017-09-14 09:25:11,0.2414,869.0
15452,10685,20170914,11283,中央4台-高清,2017-09-14 09:06:05,2017-09-14 09:10:37,0.0756,272.0
15453,10685,20170914,11283,中央4台-高清,2017-09-14 08:25:05,2017-09-14 09:06:07,0.6839,2462.0
15454,10685,20170914,11283,中央4台-高清,2017-09-14 07:39:30,2017-09-14 07:43:09,0.0608,219.0
15455,10685,20170914,11283,中央4台-高清,2017-09-14 07:43:15,2017-09-14 08:24:59,0.4164,2504.0
15457,10685,20170914,11283,天津卫视-高清,2017-09-13 23:42:59,2017-09-14 00:10:29,0.2836,1650.0
15459,10685,20170915,11283,中央4台-高清,2017-09-15 21:58:06,2017-09-15 22:39:41,0.6614,2495.0
15461,10685,20170915,11283,贵州卫视-高清,2017-09-15 02:35:36,2017-09-15 03:11:25,0.5969,2149.0
15462,10685,20170915,11283,贵州卫视-高清,2017-09-15 02:33:49,2017-09-15 02:35:30,0.0281,101.0
15463,10685,20170915,11283,贵州卫视-高清,2017-09-15 03:11:34,2017-09-15 03:48:45,0.6197,2231.0
15464,10685,20170915,11283,贵州卫视-高清,2017-09-15 00:40:05,2017-09-15 01:18:50,0.6458,2325.0
15465,10685,20170915,11283,贵州卫视-高清,2017-09-15 01:55:15,2017-09-15 02:33:18,0.555,2283.0
15467,10685,20170915,11283,贵州卫视-高清,2017-09-14 23:28:37,2017-09-15 00:02:33,0.5231,2036.0
15469,10685,20170915,11283,贵州卫视-高清,2017-09-15 01:21:20,2017-09-15 01:55:09,0.5636,2029.0
15470,10685,20170915,11283,贵州卫视-高清,2017-09-15 01:19:18,2017-09-15 01:21:15,0.0325,117.0
15471,10685,20170915,11283,贵州卫视-高清,2017-09-15 00:04:16,2017-09-15 00:40:00,0.5956,2144.0
15472,10685,20170915,11283,贵州卫视-高清,2017-09-15 00:02:55,2017-09-15 00:04:11,0.0211,76.0
15473,10685,20170915,11283,中央4台-高清,2017-09-15 21:54:14,2017-09-15 21:58:01,0.0631,227.0
15474,10685,20170915,11283,中央4台-高清,2017-09-15 22:39:46,2017-09-15 23:19:04,0.655,2358.0
15475,10685,20170915,11283,中央4台-高清,2017-09-15 23:19:27,2017-09-15 23:22:53,0.0572,206.0
15476,10685,20170916,11283,湖北卫视-高清,2017-09-16 21:29:56,2017-09-16 21:36:55,0.1164,419.0
15477,10685,20170916,11283,贵州卫视-高清,2017-09-16 20:05:10,2017-09-16 20:23:42,0.3089,1112.0
15478,10685,20170916,11283,贵州卫视-高清,2017-09-16 20:23:48,2017-09-16 20:47:39,0.3975,1431.0
15479,10685,20170916,11283,贵州卫视-高清,2017-09-16 19:12:07,2017-09-16 19:23:22,0.1875,675.0
15480,10685,20170916,11283,贵州卫视-高清,2017-09-16 19:31:17,2017-09-16 20:04:49,0.0803,2012.0
15482,10685,20170916,11283,贵州卫视-高清,2017-09-16 18:48:19,2017-09-16 19:01:23,0.2178,784.0
15483,10685,20170916,11283,贵州卫视-高清,2017-09-16 17:33:01,2017-09-16 18:07:50,0.1306,2089.0
15485,10685,20170916,11283,贵州卫视-高清,2017-09-16 17:31:15,2017-09-16 17:32:55,0.0278,100.0
15486,10685,20170916,11283,贵州卫视-高清,2017-09-16 18:07:57,2017-09-16 18:30:57,0.3833,1380.0
15487,10685,20170916,11283,天津卫视-高清,2017-09-16 15:39:21,2017-09-16 16:15:30,0.2583,2169.0
15489,10685,20170916,11283,天津卫视-高清,2017-09-16 15:08:25,2017-09-16 15:38:50,0.5069,1825.0
15490,10685,20170916,11283,天津卫视-高清,2017-09-16 14:17:09,2017-09-16 14:19:38,0.0414,149.0
15491,10685,20170916,11283,湖北卫视-高清,2017-09-16 13:42:50,2017-09-16 14:15:01,0.2503,1931.0
15493,10685,20170916,11283,天津卫视-高清,2017-09-16 14:19:45,2017-09-16 14:21:20,0.0264,95.0
15494,10685,20170916,11283,湖北卫视-高清,2017-09-16 12:52:58,2017-09-16 12:57:10,0.07,252.0
15495,10685,20170916,11283,湖北卫视-高清,2017-09-16 12:57:15,2017-09-16 13:42:41,0.7572,2726.0
15496,10685,20170916,11283,湖北卫视-高清,2017-09-16 10:38:24,2017-09-16 10:59:07,0.3453,1243.0
15497,10685,20170916,11283,湖北卫视-高清,2017-09-16 10:35:01,2017-09-16 10:38:18,0.0547,197.0
15498,10685,20170916,11283,湖北卫视-高清,2017-09-16 10:19:58,2017-09-16 10:35:03,0.2514,905.0
15499,10685,20170916,11283,湖北卫视-高清,2017-09-16 00:29:22,2017-09-16 00:52:23,0.3836,1381.0
15500,10685,20170916,11283,湖北卫视-高清,2017-09-16 00:03:24,2017-09-16 00:07:42,0.0717,258.0
15501,10685,20170916,11283,湖北卫视-高清,2017-09-16 00:07:48,2017-09-16 00:29:16,0.3578,1288.0
15502,10685,20170916,11283,中央4台-高清,2017-09-15 23:22:58,2017-09-16 00:01:59,0.6172,2341.0
15504,10685,20170917,11283,湖北卫视-高清,2017-09-17 22:41:51,2017-09-17 23:12:25,0.5094,1834.0
15505,10685,20170917,11283,贵州卫视-高清,2017-09-17 23:15:31,2017-09-17 23:52:57,0.6239,2246.0
15506,10685,20170917,11283,天津卫视-高清,2017-09-17 23:13:07,2017-09-17 23:15:33,0.0406,146.0
15507,10685,20170917,11283,湖北卫视-高清,2017-09-17 22:00:07,2017-09-17 22:05:02,0.0819,295.0
15508,10685,20170917,11283,天津卫视-高清,2017-09-17 20:11:51,2017-09-17 20:13:43,0.0311,112.0
15509,10685,20170917,11283,湖北卫视-高清,2017-09-17 22:05:08,2017-09-17 22:41:44,0.61,2196.0
15510,10685,20170917,11283,黑龙江卫视-高清,2017-09-17 20:14:06,2017-09-17 20:15:13,0.0186,67.0
15511,10685,20170917,11283,中央6台-高清,2017-09-17 20:21:56,2017-09-17 22:00:10,0.0028,5894.0
15513,10685,20170917,11283,贵州卫视-高清,2017-09-17 20:16:56,2017-09-17 20:19:37,0.0447,161.0
15514,10685,20170917,11283,中央6台-高清,2017-09-17 20:19:47,2017-09-17 20:21:50,0.0342,123.0
15515,10685,20170917,11283,天津卫视-高清,2017-09-17 19:42:17,2017-09-17 20:11:53,0.1981,1776.0
15517,10685,20170917,11283,中央6台-高清,2017-09-17 18:29:13,2017-09-17 18:33:36,0.0731,263.0
15518,10685,20170917,11283,中央6台-高清,2017-09-17 18:39:28,2017-09-17 19:42:17,1.0469,3769.0
15519,10685,20170917,11283,中央6台-高清,2017-09-17 17:33:33,2017-09-17 18:07:03,0.1175,2010.0
15521,10685,20170917,11283,中央6台-高清,2017-09-17 18:19:25,2017-09-17 18:24:28,0.0842,303.0
15522,10685,20170917,11283,中央6台-高清,2017-09-17 16:08:39,2017-09-17 17:33:35,1.4156,5096.0
15523,10685,20170917,11283,中央6台-高清,2017-09-17 14:36:35,2017-09-17 14:38:36,0.0336,121.0
15524,10685,20170917,11283,中央6台-高清,2017-09-17 14:38:41,2017-09-17 16:08:34,0.1428,5393.0
15526,10685,20170917,11283,天津卫视-高清,2017-09-17 14:02:24,2017-09-17 14:35:10,0.5461,1966.0
15527,10685,20170917,11283,湖北卫视-高清,2017-09-17 13:26:32,2017-09-17 13:47:57,0.3569,1285.0
15528,10685,20170917,11283,湖北卫视-高清,2017-09-17 13:03:12,2017-09-17 13:21:50,0.3106,1118.0
15529,10685,20170917,11283,中央8台-高清,2017-09-17 12:51:34,2017-09-17 12:54:04,0.0417,150.0
15530,10685,20170917,11283,江苏卫视-高清,2017-09-17 12:55:48,2017-09-17 12:58:18,0.0417,150.0
15531,10685,20170917,11283,天津卫视-高清,2017-09-17 13:50:32,2017-09-17 14:02:26,0.0406,714.0
15533,10685,20170917,11283,湖北卫视-高清,2017-09-17 12:58:25,2017-09-17 13:03:06,0.0781,281.0
15534,10685,20170917,11283,中央4台-高清,2017-09-17 12:49:43,2017-09-17 12:51:36,0.0314,113.0
15535,10685,20170917,11283,湖北卫视-高清,2017-09-17 13:21:55,2017-09-17 13:26:26,0.0753,271.0
15536,10685,20170917,11283,深圳卫视-高清,2017-09-17 12:54:01,2017-09-17 12:55:50,0.0303,109.0
15537,10685,20170917,11283,山东卫视-高清,2017-09-17 13:48:21,2017-09-17 13:50:01,0.0278,100.0
15538,10685,20170917,11283,中央4台-高清,2017-09-17 11:53:13,2017-09-17 12:14:06,0.235,1253.0
15540,10685,20170917,11283,中央4台-高清,2017-09-17 12:31:59,2017-09-17 12:48:45,0.2794,1006.0
15541,10685,20170917,11283,中央4台-高清,2017-09-17 11:50:57,2017-09-17 11:51:59,0.0172,62.0
15542,10685,20170917,11283,中央4台-高清,2017-09-17 11:46:03,2017-09-17 11:50:11,0.0689,248.0
15543,10685,20170918,11283,中央6台-高清,2017-09-18 21:38:06,2017-09-18 23:04:13,1.0703,5167.0
15545,10685,20170918,11283,中央6台-高清,2017-09-18 23:04:12,2017-09-18 23:20:17,0.2681,965.0
15546,10685,20170918,11283,中央6台-高清,2017-09-18 21:30:02,2017-09-18 21:32:23,0.0392,141.0
15547,10685,20170918,11283,中央6台-高清,2017-09-18 19:56:38,2017-09-18 21:30:04,1.5011,5606.0
15549,10685,20170918,11283,中央6台-高清,2017-09-18 18:46:23,2017-09-18 19:56:40,1.1714,4217.0
15550,10685,20170918,11283,甘肃卫视,2017-09-18 17:32:49,2017-09-18 17:37:22,0.0758,273.0
15551,10685,20170918,11283,广西卫视,2017-09-18 17:26:17,2017-09-18 17:28:37,0.0389,140.0
15552,10685,20170918,11283,中央6台-高清,2017-09-18 18:21:36,2017-09-18 18:30:36,0.15,540.0
15553,10685,20170918,11283,贵州卫视-高清,2017-09-18 17:23:35,2017-09-18 17:26:19,0.0456,164.0
15554,10685,20170918,11283,甘肃卫视,2017-09-18 17:28:35,2017-09-18 17:32:51,0.0711,256.0
15555,10685,20170918,11283,天津卫视-高清,2017-09-18 16:04:42,2017-09-18 16:07:37,0.0486,175.0
15556,10685,20170918,11283,天津卫视-高清,2017-09-18 16:09:03,2017-09-18 16:11:42,0.0442,159.0
15557,10685,20170918,11283,中央6台-高清,2017-09-18 17:37:20,2017-09-18 18:00:32,0.0089,1392.0
15559,10685,20170918,11283,湖北卫视-高清,2017-09-18 15:44:54,2017-09-18 16:03:51,0.0642,1137.0
15561,10685,20170918,11283,湖北卫视-高清,2017-09-18 12:56:28,2017-09-18 15:44:01,1.7336,10053.0
15563,10685,20170918,11283,湖北卫视-高清,2017-09-18 12:47:58,2017-09-18 12:51:32,0.0594,214.0
15564,10685,20170918,11283,湖北卫视-高清,2017-09-18 12:11:48,2017-09-18 12:14:10,0.0394,142.0
15565,10685,20170918,11283,湖北卫视-高清,2017-09-18 12:32:28,2017-09-18 12:47:59,0.2586,931.0
15566,10685,20170918,11283,中央4台-高清,2017-09-18 11:39:33,2017-09-18 12:06:19,0.1053,1606.0
15568,10685,20170918,11283,中央4台-高清,2017-09-18 09:02:33,2017-09-18 09:16:57,0.24,864.0
15569,10685,20170918,11283,中央4台-高清,2017-09-18 09:21:28,2017-09-18 09:24:08,0.0444,160.0
15570,10685,20170918,11283,中央4台-高清,2017-09-18 08:23:55,2017-09-18 08:25:57,0.0339,122.0
15571,10685,20170918,11283,中央4台-高清,2017-09-18 08:25:55,2017-09-18 09:02:16,0.6058,2181.0
15572,10685,20170918,11283,中央4台-高清,2017-09-18 09:16:55,2017-09-18 09:21:22,0.0742,267.0
15573,10685,20170918,11283,中央4台-高清,2017-09-18 08:19:06,2017-09-18 08:23:02,0.0656,236.0
15574,10685,20170918,11283,中央4台-高清,2017-09-18 07:33:30,2017-09-18 07:37:48,0.0717,258.0
15575,10685,20170918,11283,中央4台-高清,2017-09-18 07:37:54,2017-09-18 08:19:08,0.3189,2474.0
15577,10685,20170918,11283,贵州卫视-高清,2017-09-17 23:53:07,2017-09-18 00:32:27,0.1147,2360.0
15579,10685,20170919,11283,贵州卫视-高清,2017-09-19 21:50:49,2017-09-19 21:51:50,0.0169,61.0
15580,10685,20170919,11283,贵州卫视-高清,2017-09-19 21:45:58,2017-09-19 21:49:16,0.055,198.0
15581,10685,20170919,11283,贵州卫视-高清,2017-09-19 12:35:09,2017-09-19 12:59:34,0.4069,1465.0
