,设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,观看时长
17767,10540,20170830,精彩点,舌尖上的希腊,2017-08-30 04:56:05,2017-08-30 15:30:03,10939,38038.0
17768,10540,20170830,精彩点,舌尖上的希腊,2017-08-30 04:30:46,2017-08-30 04:55:59,10939,1513.0
17769,10540,20170830,精彩点,人文地理：永远的香格里拉,2017-08-30 02:54:31,2017-08-30 03:18:09,10939,1418.0
17770,10540,20170830,精彩点,人文地理：天路故事,2017-08-30 03:39:06,2017-08-30 04:05:35,10939,1589.0
17771,10540,20170830,精彩点,真相：极致玩家？穿越殇海,2017-08-30 01:58:53,2017-08-30 02:00:36,10939,103.0
17772,10540,20170830,精彩点,舌尖上的希腊,2017-08-30 04:05:34,2017-08-30 04:30:34,10939,1500.0
17773,10540,20170830,精彩点,真相：勇探无人谷,2017-08-30 02:03:47,2017-08-30 02:29:44,10939,1557.0
17774,10540,20170830,精彩点,真相：极限黑暗,2017-08-30 02:01:01,2017-08-30 02:03:49,10939,168.0
17775,10540,20170830,精彩点,人文地理：永远的香格里拉,2017-08-30 02:29:43,2017-08-30 02:54:32,10939,1489.0
17776,10540,20170830,精彩点,超时空男臣,2017-08-30 01:13:32,2017-08-30 01:58:11,10939,2679.0
17777,10540,20170830,精彩点,人文地理：天路故事,2017-08-30 03:18:07,2017-08-30 03:39:08,10939,1261.0
17778,10540,20170830,精彩点,超时空男臣,2017-08-30 00:29:17,2017-08-30 01:13:34,10939,2657.0
17779,10540,20170830,精彩点,自然：海洋活化石-腔棘鱼,2017-08-29 13:59:28,2017-08-30 00:29:01,10939,37773.0
17780,10540,20170831,精彩点,舌尖上的希腊,2017-08-31 04:12:41,2017-08-31 04:13:47,10939,66.0
17781,10540,20170831,精彩点,舌尖上的希腊,2017-08-30 15:30:32,2017-08-31 04:12:34,10939,45722.0
17782,10540,20170831,精彩点,人文地理：天路故事,2017-08-31 04:13:46,2017-08-31 20:08:57,10939,57311.0
17783,10540,20170831,精彩点,08月16日 金星秀：金星遭遇“史上最抠门宴席”,2017-08-31 22:49:28,2017-08-31 23:52:37,10939,3789.0
17784,10540,20170901,精彩点,08月23日 金星秀：冯小刚金星现场“轧戏”,2017-09-01 01:00:30,2017-09-01 01:36:36,10939,2166.0
17785,10540,20170901,精彩点,万象：猫的秘密生活-猫之密语,2017-09-01 02:45:45,2017-09-01 14:44:27,10939,43122.0
17786,10540,20170901,精彩点,08月23日 金星秀：冯小刚金星现场“轧戏”,2017-08-31 23:52:35,2017-09-01 01:00:30,10939,4075.0
17787,10540,20170905,精彩点,分裂,2017-09-05 00:20:53,2017-09-05 02:18:07,10939,7034.0
17789,10540,20170905,精彩点,长城,2017-09-04 22:44:04,2017-09-05 00:20:54,10939,5810.0
17790,10540,20170905,精彩点,云上太阳,2017-09-05 02:18:05,2017-09-05 02:50:13,10939,1928.0
17793,10540,20170908,精彩点,发现：再探三星堆,2017-09-08 01:18:58,2017-09-08 01:50:17,10939,1879.0
17794,10540,20170925,精彩点,冲锋战警,2017-09-25 23:05:57,2017-09-25 23:09:33,10939,216.0
17795,10540,20170925,精彩点,咕咕是只猫,2017-09-25 21:06:53,2017-09-25 21:35:56,10939,1743.0
17796,10540,20170925,精彩点,蛋炒饭,2017-09-25 21:35:54,2017-09-25 23:05:57,10939,5403.0
17800,10540,20170927,精彩点,使徒行者2,2017-09-27 15:35:57,2017-09-27 18:05:51,10939,8994.0
17801,10540,20170927,精彩点,使徒行者2,2017-09-27 01:38:36,2017-09-27 02:20:54,10939,2538.0
17802,10540,20170927,精彩点,使徒行者2,2017-09-27 18:05:59,2017-09-27 21:09:22,10939,11003.0
17803,10540,20170927,精彩点,嫁到这世界边端,2017-09-27 03:23:10,2017-09-27 03:42:43,10939,1173.0
17804,10540,20170927,精彩点,嫁到这世界边端,2017-09-27 04:02:49,2017-09-27 04:23:22,10939,1233.0
17805,10540,20170927,精彩点,万象：中国艺术,2017-09-27 00:00:01,2017-09-27 00:49:14,10939,2953.0
17806,10540,20170927,精彩点,嫁到这世界边端,2017-09-27 03:02:38,2017-09-27 03:23:01,10939,1223.0
17808,10540,20170927,精彩点,嫁到这世界边端,2017-09-27 03:42:55,2017-09-27 04:02:51,10939,1196.0
17809,10540,20170927,精彩点,嫁到这世界边端,2017-09-27 02:41:24,2017-09-27 03:02:21,10939,1257.0
17810,10540,20170927,精彩点,嫁到这世界边端,2017-09-27 04:23:22,2017-09-27 04:44:19,10939,1257.0
17812,10540,20170927,精彩点,使徒行者2,2017-09-27 21:09:40,2017-09-27 21:11:29,10939,109.0
17813,10540,20170927,精彩点,嫁到这世界边端,2017-09-27 02:20:52,2017-09-27 02:41:12,10939,1220.0
17817,10540,20170927,精彩点,特别呈现：聆听中国,2017-09-27 00:49:12,2017-09-27 01:38:36,10939,2964.0
17818,10540,20170928,精彩点,使徒行者2,2017-09-27 21:11:28,2017-09-28 00:33:57,10939,12149.0
17819,10540,20170928,精彩点,鲁滨逊漂流记,2017-09-28 01:36:42,2017-09-28 13:47:40,10939,43858.0
17821,10540,20170929,精彩点,使徒行者2,2017-09-28 23:06:14,2017-09-29 00:10:23,10939,3849.0
17822,10540,20170930,精彩点,胡说八道真情假期,2017-09-30 21:09:34,2017-09-30 21:39:07,10939,1773.0
17823,10540,20170930,精彩点,胡说八道真情假期,2017-09-30 22:20:38,2017-09-30 22:40:54,10939,1216.0
17824,10540,20170930,精彩点,嫁到这世界边端,2017-09-30 20:08:26,2017-09-30 20:27:14,10939,1128.0
17825,10540,20170930,精彩点,胡说八道真情假期,2017-09-30 20:48:04,2017-09-30 21:09:17,10939,1273.0
17826,10540,20170930,精彩点,嫁到这世界边端,2017-09-30 20:27:13,2017-09-30 20:46:54,10939,1181.0
17827,10540,20170930,精彩点,09月24日 蒙面唱将猜猜猜 第二季：周传雄模仿周杰伦蹦迪,2017-09-29 15:39:59,2017-09-30 14:55:05,10939,83706.0
17828,10540,20170930,精彩点,胡说八道真情假期,2017-09-30 21:39:41,2017-09-30 21:59:55,10939,1214.0
17829,10540,20170930,精彩点,胡说八道真情假期,2017-09-30 22:00:08,2017-09-30 22:20:32,10939,1224.0
17830,10542,20170701,精彩点,我的一九九七,2017-07-01 16:57:23,2017-07-01 16:58:36,10959,73.0
17831,10542,20170701,精彩点,三生三世十里桃花,2017-07-01 17:53:44,2017-07-01 18:36:02,10959,2538.0
17832,10542,20170701,精彩点,一粒红尘,2017-07-01 16:56:04,2017-07-01 16:57:25,10959,81.0
17833,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 11:46:18,2017-07-02 12:14:26,10959,1688.0
17834,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 14:51:57,2017-07-02 15:33:33,10959,2496.0
17835,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 15:33:42,2017-07-02 16:19:11,10959,2729.0
17836,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 17:49:14,2017-07-02 18:40:34,10959,3080.0
17837,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 13:08:15,2017-07-02 13:13:26,10959,311.0
17838,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 21:05:48,2017-07-02 21:45:22,10959,2374.0
17839,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 12:14:24,2017-07-02 13:08:03,10959,3219.0
17840,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 21:45:33,2017-07-02 22:28:43,10959,2590.0
17841,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 18:40:44,2017-07-02 19:21:41,10959,2457.0
17842,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 16:26:39,2017-07-02 17:07:30,10959,2451.0
17843,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 10:42:30,2017-07-02 11:46:02,10959,3812.0
17844,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 16:19:18,2017-07-02 16:26:24,10959,426.0
17845,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 21:04:02,2017-07-02 21:05:49,10959,107.0
17846,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 19:21:49,2017-07-02 20:01:27,10959,2378.0
17847,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 17:07:42,2017-07-02 17:49:03,10959,2481.0
17848,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 13:13:25,2017-07-02 14:03:00,10959,2975.0
17849,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 14:42:14,2017-07-02 14:51:51,10959,577.0
17850,10542,20170702,精彩点,三生三世十里桃花,2017-07-02 14:03:06,2017-07-02 14:42:02,10959,2336.0
17851,10542,20170705,精彩点,三生三世十里桃花,2017-07-05 21:27:53,2017-07-05 21:33:42,10959,349.0
17852,10542,20170705,精彩点,龙珠传奇,2017-07-05 17:55:19,2017-07-05 17:56:34,10959,75.0
17853,10542,20170705,精彩点,三生三世十里桃花,2017-07-05 20:01:33,2017-07-05 20:08:59,10959,446.0
17854,10542,20170705,精彩点,三生三世十里桃花,2017-07-05 20:08:57,2017-07-05 20:44:09,10959,2112.0
17855,10542,20170705,精彩点,三生三世十里桃花,2017-07-05 20:47:23,2017-07-05 21:27:54,10959,2431.0
17856,10542,20170705,精彩点,一粒红尘,2017-07-05 17:22:30,2017-07-05 17:55:20,10959,1970.0
17857,10542,20170707,精彩点,三生三世十里桃花,2017-07-07 12:18:13,2017-07-07 12:52:56,10959,2083.0
17858,10542,20170707,精彩点,一粒红尘,2017-07-07 13:36:35,2017-07-07 13:40:09,10959,214.0
17859,10542,20170707,精彩点,三生三世十里桃花,2017-07-07 12:55:04,2017-07-07 13:34:52,10959,2388.0
17860,10542,20170707,精彩点,一粒红尘,2017-07-07 12:15:53,2017-07-07 12:18:15,10959,142.0
17861,10542,20170710,精彩点,上古情歌,2017-07-10 17:17:48,2017-07-10 17:19:48,10959,120.0
17862,10542,20170711,精彩点,上古情歌,2017-07-11 12:10:13,2017-07-11 12:53:08,10959,2575.0
17863,10542,20170711,精彩点,龙珠传奇,2017-07-11 12:53:39,2017-07-11 13:23:46,10959,1807.0
17864,10542,20170711,精彩点,一粒红尘,2017-07-11 12:03:37,2017-07-11 12:09:23,10959,346.0
17865,10542,20170711,精彩点,龙珠传奇,2017-07-11 13:23:55,2017-07-11 13:55:19,10959,1884.0
17866,10542,20170711,精彩点,新侠客行,2017-07-11 13:56:05,2017-07-11 14:26:43,10959,1838.0
17867,10542,20170713,精彩点,上古情歌,2017-07-13 16:10:56,2017-07-13 16:44:09,10959,1993.0
17868,10542,20170713,精彩点,上古情歌,2017-07-13 16:44:18,2017-07-13 17:45:39,10959,3681.0
17869,10542,20170713,精彩点,上古情歌,2017-07-13 16:08:48,2017-07-13 16:10:58,10959,130.0
17870,10542,20170714,精彩点,三生三世十里桃花,2017-07-14 13:06:11,2017-07-14 14:15:48,10959,4177.0
17871,10542,20170715,精彩点,新侠客行,2017-07-15 14:51:30,2017-07-15 14:55:57,10959,267.0
17872,10542,20170715,精彩点,龙珠传奇,2017-07-15 14:20:23,2017-07-15 14:50:06,10959,1783.0
17873,10542,20170715,精彩点,三生三世十里桃花,2017-07-15 14:55:55,2017-07-15 15:33:35,10959,2260.0
17874,10542,20170715,精彩点,三生三世十里桃花,2017-07-15 12:09:18,2017-07-15 13:49:07,10959,5989.0
17875,10542,20170715,精彩点,龙珠传奇,2017-07-15 13:50:49,2017-07-15 14:20:17,10959,1768.0
17876,10542,20170715,精彩点,三生三世十里桃花,2017-07-15 15:33:42,2017-07-15 16:01:35,10959,1673.0
17877,10542,20170716,精彩点,三生三世十里桃花,2017-07-16 19:29:22,2017-07-16 20:13:37,10959,2655.0
17878,10542,20170716,精彩点,三生三世十里桃花,2017-07-16 20:13:45,2017-07-16 20:18:29,10959,284.0
17879,10542,20170716,精彩点,三生三世十里桃花,2017-07-16 20:18:36,2017-07-16 20:51:59,10959,2003.0
17880,10542,20170717,精彩点,三生三世十里桃花,2017-07-17 16:47:01,2017-07-17 17:29:08,10959,2527.0
17881,10542,20170717,精彩点,三生三世十里桃花,2017-07-17 17:32:40,2017-07-17 18:20:05,10959,2845.0
17882,10542,20170717,精彩点,三生三世十里桃花,2017-07-17 15:19:45,2017-07-17 16:44:45,10959,5100.0
17883,10542,20170718,精彩点,轩辕剑之天之痕,2017-07-18 21:10:54,2017-07-18 21:11:56,10959,62.0
17884,10542,20170718,精彩点,一粒红尘,2017-07-18 21:07:51,2017-07-18 21:09:18,10959,87.0
17885,10542,20170720,精彩点,三生三世十里桃花,2017-07-20 19:11:00,2017-07-20 19:12:06,10959,66.0
17886,10542,20170720,精彩点,三生三世十里桃花,2017-07-20 19:09:37,2017-07-20 19:11:01,10959,84.0
17887,10542,20170720,精彩点,三生三世十里桃花,2017-07-20 19:12:04,2017-07-20 19:41:12,10959,1748.0
17888,10542,20170722,精彩点,林海雪原,2017-07-22 18:07:31,2017-07-22 18:50:14,10959,2563.0
17889,10542,20170722,精彩点,林海雪原,2017-07-22 18:50:21,2017-07-22 20:03:59,10959,4418.0
17890,10542,20170722,精彩点,林海雪原,2017-07-22 20:04:11,2017-07-22 21:15:18,10959,4267.0
17891,10542,20170724,精彩点,龙珠传奇,2017-07-24 14:40:03,2017-07-24 15:09:46,10959,1783.0
17892,10542,20170724,精彩点,新侠客行,2017-07-24 16:09:59,2017-07-24 16:11:17,10959,78.0
17893,10542,20170724,精彩点,决战江桥,2017-07-24 14:38:28,2017-07-24 14:40:04,10959,96.0
17894,10542,20170724,精彩点,我的前半生,2017-07-24 12:36:06,2017-07-24 13:01:09,10959,1503.0
17895,10542,20170724,精彩点,楚乔传,2017-07-24 13:53:20,2017-07-24 14:36:34,10959,2594.0
17896,10542,20170724,精彩点,新侠客行,2017-07-24 17:23:20,2017-07-24 17:25:10,10959,110.0
17897,10542,20170724,精彩点,龙珠传奇,2017-07-24 15:39:50,2017-07-24 16:09:38,10959,1788.0
17898,10542,20170724,精彩点,新侠客行,2017-07-24 17:25:12,2017-07-24 17:27:03,10959,111.0
17899,10542,20170724,精彩点,龙珠传奇,2017-07-24 15:09:54,2017-07-24 15:39:52,10959,1798.0
17900,10542,20170727,精彩点,上古情歌,2017-07-27 12:40:44,2017-07-27 13:18:14,10959,2250.0
17901,10542,20170727,精彩点,楚乔传,2017-07-27 12:27:32,2017-07-27 12:40:46,10959,794.0
17902,10542,20170727,精彩点,少林问道,2017-07-27 13:27:21,2017-07-27 14:19:39,10959,3138.0
17903,10542,20170728,精彩点,三生三世十里桃花,2017-07-28 13:06:16,2017-07-28 13:48:23,10959,2527.0
17904,10542,20170728,精彩点,上古情歌,2017-07-28 12:04:50,2017-07-28 13:04:12,10959,3562.0
17905,10542,20170729,精彩点,林海雪原,2017-07-29 16:07:08,2017-07-29 16:13:35,10959,387.0
17906,10542,20170731,精彩点,三生三世十里桃花,2017-07-31 18:17:03,2017-07-31 18:59:01,10959,2518.0
17907,10542,20170731,精彩点,三生三世十里桃花,2017-07-31 13:13:03,2017-07-31 13:47:37,10959,2074.0
17908,10542,20170731,精彩点,少林问道,2017-07-31 13:47:36,2017-07-31 14:32:50,10959,2714.0
17909,10542,20170731,精彩点,三生三世十里桃花,2017-07-31 10:52:39,2017-07-31 13:12:48,10959,8409.0
17910,10542,20170731,精彩点,三生三世十里桃花,2017-07-31 10:50:39,2017-07-31 10:52:41,10959,122.0
17911,10542,20170731,精彩点,三生三世十里桃花,2017-07-31 18:59:10,2017-07-31 19:39:44,10959,2434.0
17912,10542,20170802,精彩点,三生三世十里桃花,2017-08-02 18:20:52,2017-08-02 19:01:23,10959,2431.0
17913,10542,20170802,精彩点,醉玲珑,2017-08-02 14:17:17,2017-08-02 14:23:46,10959,389.0
17914,10542,20170802,精彩点,少林问道,2017-08-02 15:23:11,2017-08-02 15:24:59,10959,108.0
17915,10542,20170802,精彩点,龙珠传奇,2017-08-02 14:23:45,2017-08-02 14:52:56,10959,1751.0
17916,10542,20170802,精彩点,三生三世十里桃花,2017-08-02 15:24:58,2017-08-02 15:58:11,10959,1993.0
17917,10542,20170802,精彩点,醉玲珑,2017-08-02 13:13:46,2017-08-02 14:17:03,10959,3797.0
17918,10542,20170802,精彩点,龙珠传奇,2017-08-02 14:53:04,2017-08-02 15:22:12,10959,1748.0
17919,10542,20170802,精彩点,三生三世十里桃花,2017-08-02 19:02:07,2017-08-02 19:29:22,10959,1635.0
17920,10542,20170804,精彩点,三生三世十里桃花,2017-08-04 19:24:37,2017-08-04 19:25:47,10959,70.0
17921,10542,20170804,精彩点,上古情歌,2017-08-04 18:38:58,2017-08-04 18:42:31,10959,213.0
17922,10542,20170804,精彩点,上古情歌,2017-08-04 18:34:39,2017-08-04 18:38:59,10959,260.0
17923,10542,20170804,精彩点,三生三世十里桃花,2017-08-04 18:42:29,2017-08-04 19:24:28,10959,2519.0
17924,10542,20170806,精彩点,绝密543,2017-08-06 08:37:56,2017-08-06 09:28:07,10959,3011.0
17925,10542,20170806,精彩点,绝密543,2017-08-06 10:09:35,2017-08-06 10:54:21,10959,2686.0
17926,10542,20170806,精彩点,绝密543,2017-08-06 09:28:15,2017-08-06 10:09:27,10959,2472.0
17927,10542,20170806,精彩点,三生三世十里桃花,2017-08-06 11:34:02,2017-08-06 12:21:53,10959,2871.0
17928,10542,20170807,精彩点,深海利剑,2017-08-07 16:17:00,2017-08-07 17:04:45,10959,2865.0
17929,10542,20170807,精彩点,林海雪原,2017-08-07 16:15:52,2017-08-07 16:17:01,10959,69.0
17930,10542,20170811,精彩点,醉玲珑,2017-08-11 16:52:40,2017-08-11 17:35:26,10959,2566.0
17931,10542,20170811,精彩点,热血军旗,2017-08-11 18:49:27,2017-08-11 19:00:53,10959,686.0
17932,10542,20170811,精彩点,林海雪原,2017-08-11 17:35:25,2017-08-11 18:11:19,10959,2154.0
17933,10542,20170811,精彩点,醉玲珑,2017-08-11 14:20:12,2017-08-11 14:55:54,10959,2142.0
17934,10542,20170811,精彩点,醉玲珑,2017-08-11 14:56:02,2017-08-11 16:52:25,10959,6983.0
17935,10542,20170811,精彩点,林海雪原,2017-08-11 18:15:18,2017-08-11 18:47:57,10959,1959.0
17936,10542,20170811,精彩点,林海雪原,2017-08-11 18:11:09,2017-08-11 18:12:26,10959,77.0
17937,10542,20170812,精彩点,轩辕剑之汉之云,2017-08-12 16:52:50,2017-08-12 17:38:19,10959,2729.0
17938,10542,20170812,精彩点,轩辕剑之汉之云,2017-08-12 17:38:39,2017-08-12 18:21:26,10959,2567.0
17939,10542,20170812,精彩点,飞虎队大营救,2017-08-12 16:04:47,2017-08-12 16:48:31,10959,2624.0
17940,10542,20170812,精彩点,轩辕剑之汉之云,2017-08-12 16:49:28,2017-08-12 16:52:52,10959,204.0
17941,10542,20170812,精彩点,龙珠传奇,2017-08-12 22:22:19,2017-08-12 22:51:55,10959,1776.0
17942,10542,20170812,精彩点,醉玲珑,2017-08-12 22:11:51,2017-08-12 22:22:20,10959,629.0
17943,10542,20170812,精彩点,飞虎队大营救,2017-08-12 15:22:57,2017-08-12 16:04:41,10959,2504.0
17944,10542,20170813,精彩点,三生三世十里桃花,2017-08-13 17:56:41,2017-08-13 18:37:38,10959,2457.0
17945,10542,20170813,精彩点,三生三世十里桃花,2017-08-13 17:55:38,2017-08-13 17:56:42,10959,64.0
17946,10542,20170813,精彩点,三生三世十里桃花,2017-08-13 19:18:48,2017-08-13 20:01:34,10959,2566.0
17947,10542,20170813,精彩点,三生三世十里桃花,2017-08-13 18:37:45,2017-08-13 19:18:09,10959,2424.0
17948,10542,20170813,精彩点,林海雪原,2017-08-13 21:47:18,2017-08-13 21:49:12,10959,114.0
17949,10542,20170813,精彩点,林海雪原,2017-08-13 21:24:43,2017-08-13 21:46:25,10959,1302.0
17950,10542,20170814,精彩点,龙珠传奇,2017-08-14 15:39:59,2017-08-14 15:42:04,10959,125.0
17951,10542,20170814,精彩点,三生三世十里桃花,2017-08-14 18:38:36,2017-08-14 19:40:42,10959,3726.0
17952,10542,20170814,精彩点,领养,2017-08-14 15:42:03,2017-08-14 16:27:35,10959,2732.0
17953,10542,20170814,精彩点,三生三世十里桃花,2017-08-14 18:00:58,2017-08-14 18:38:29,10959,2251.0
17954,10542,20170814,精彩点,领养,2017-08-14 16:27:48,2017-08-14 17:13:23,10959,2735.0
17955,10542,20170814,精彩点,三生三世十里桃花,2017-08-14 17:35:12,2017-08-14 18:00:46,10959,1534.0
17956,10542,20170814,精彩点,三生三世十里桃花,2017-08-14 17:16:06,2017-08-14 17:35:11,10959,1145.0
17957,10542,20170815,精彩点,轩辕剑之天之痕,2017-08-15 17:08:05,2017-08-15 17:52:46,10959,2681.0
17958,10542,20170815,精彩点,林海雪原,2017-08-15 14:35:40,2017-08-15 15:18:11,10959,2551.0
17959,10542,20170815,精彩点,轩辕剑之天之痕,2017-08-15 17:52:45,2017-08-15 18:25:34,10959,1969.0
17960,10542,20170815,精彩点,轩辕剑之汉之云,2017-08-15 15:32:07,2017-08-15 16:22:18,10959,3011.0
17961,10542,20170815,精彩点,龙珠传奇,2017-08-15 18:27:55,2017-08-15 18:57:30,10959,1775.0
17962,10542,20170815,精彩点,轩辕剑之汉之云,2017-08-15 16:23:20,2017-08-15 17:08:06,10959,2686.0
17963,10542,20170815,精彩点,龙珠传奇,2017-08-15 18:57:37,2017-08-15 19:27:09,10959,1772.0
17964,10542,20170815,精彩点,林海雪原,2017-08-15 14:34:21,2017-08-15 14:35:41,10959,80.0
17965,10542,20170816,精彩点,轩辕剑之汉之云,2017-08-16 19:31:02,2017-08-16 20:16:22,10959,2720.0
17966,10542,20170816,精彩点,秦时丽人明月心,2017-08-16 17:53:27,2017-08-16 18:37:55,10959,2668.0
17967,10542,20170816,精彩点,轩辕剑之汉之云,2017-08-16 18:37:54,2017-08-16 19:30:55,10959,3181.0
17968,10542,20170816,精彩点,轩辕剑之汉之云,2017-08-16 21:52:34,2017-08-16 22:02:37,10959,603.0
17969,10542,20170816,精彩点,轩辕剑之天之痕,2017-08-16 20:17:28,2017-08-16 20:18:40,10959,72.0
17970,10542,20170816,精彩点,轩辕剑之汉之云,2017-08-16 20:18:39,2017-08-16 20:20:27,10959,108.0
17971,10542,20170816,精彩点,轩辕剑之天之痕,2017-08-16 20:20:25,2017-08-16 20:43:01,10959,1356.0
17972,10542,20170817,精彩点,绝密543,2017-08-17 18:15:35,2017-08-17 19:03:18,10959,2863.0
17973,10542,20170817,精彩点,绝密543,2017-08-17 19:03:31,2017-08-17 19:47:32,10959,2641.0
